Order ID,Ship Date,Ship Mode,OrderID_SK
CA-2015-155124,2015-03-21,Standard Class,2441
CA-2017-150931,2017-01-13,Standard Class,2442
CA-2014-157147,2014-01-18,Standard Class,2443
CA-2015-156482,2015-02-13,Standard Class,2444
CA-2017-106782,2017-12-27,Standard Class,2445
CA-2016-151372,2016-09-06,First Class,2446
CA-2014-102085,2014-10-09,Standard Class,2447
CA-2017-107125,2017-12-02,Standard Class,2448
CA-2016-125815,2016-11-01,Second Class,2449
CA-2015-144190,2015-06-13,Standard Class,2450
CA-2017-117926,2017-12-12,Second Class,2451
CA-2015-153906,2015-03-20,Standard Class,2452
CA-2014-160262,2014-06-13,Second Class,2453
CA-2015-127607,2015-03-26,Standard Class,2454
CA-2016-166226,2016-11-22,Standard Class,2455
CA-2014-156587,2014-03-08,First Class,2456
CA-2016-141180,2016-05-19,Second Class,2457
CA-2015-109708,2015-05-28,Second Class,2458
CA-2015-122406,2015-08-05,Second Class,2459
US-2016-153815,2016-11-09,First Class,2460
CA-2016-164896,2016-11-12,Standard Class,2461
CA-2015-142202,2015-09-23,Second Class,2462
CA-2015-165050,2015-12-09,First Class,2463
US-2016-131114,2016-12-13,Second Class,2464
CA-2014-160066,2014-11-22,Standard Class,2465
CA-2016-109925,2016-11-10,Second Class,2466
CA-2015-160696,2015-09-10,Standard Class,2467
CA-2014-125171,2014-09-03,Same Day,2468
CA-2016-149279,2016-04-28,Standard Class,2469
CA-2017-107321,2017-09-04,Standard Class,2470
US-2017-122714,2017-12-13,Standard Class,2471
CA-2015-153038,2015-12-25,Standard Class,2472
CA-2014-132227,2014-11-10,Standard Class,2473
CA-2017-155824,2017-03-15,Standard Class,2474
CA-2016-129238,2016-02-04,Standard Class,2475
CA-2017-159688,2017-05-12,Standard Class,2476
CA-2016-136126,2016-05-24,Same Day,2477
CA-2016-155033,2016-10-12,Standard Class,2478
CA-2014-156006,2014-05-02,Second Class,2479
CA-2015-158659,2015-11-14,Second Class,2480
CA-2015-169796,2015-11-14,Standard Class,2481
CA-2015-102876,2015-09-14,Standard Class,2482
US-2017-139647,2017-05-13,First Class,2483
US-2017-160465,2017-07-26,Standard Class,2484
CA-2014-153850,2014-11-29,Standard Class,2485
CA-2014-127558,2014-11-18,First Class,2486
CA-2017-136511,2017-03-25,Second Class,2487
CA-2016-133795,2016-12-24,Standard Class,2488
US-2017-130953,2017-08-03,Standard Class,2489
CA-2014-151792,2014-09-07,Second Class,2490
CA-2017-139304,2017-02-02,Standard Class,2491
CA-2016-155166,2017-01-02,Standard Class,2492
CA-2015-103954,2015-08-13,Second Class,2493
CA-2014-169803,2014-04-12,Standard Class,2494
CA-2017-141719,2017-11-21,Second Class,2495
CA-2015-136469,2015-07-12,First Class,2496
CA-2016-158694,2016-11-13,Second Class,2497
US-2014-104759,2014-04-04,Standard Class,2498
CA-2015-150511,2015-09-24,Standard Class,2499
CA-2015-134922,2015-11-11,Standard Class,2500
US-2017-120607,2017-05-19,Same Day,2501
CA-2015-141243,2015-01-08,Second Class,2502
CA-2015-162166,2015-09-11,First Class,2503
CA-2016-120796,2016-04-07,Standard Class,2504
CA-2016-109722,2016-12-07,Second Class,2505
CA-2015-136798,2015-05-12,Standard Class,2506
CA-2017-122196,2017-09-24,First Class,2507
CA-2017-142090,2017-12-07,Standard Class,2508
CA-2017-160934,2017-01-19,Standard Class,2509
CA-2014-124478,2014-08-12,Standard Class,2510
CA-2015-145485,2015-11-05,Same Day,2511
CA-2017-151071,2017-04-29,Second Class,2512
CA-2014-134572,2014-04-22,Second Class,2513
CA-2017-143217,2017-11-17,Standard Class,2514
US-2017-133312,2017-11-29,Standard Class,2515
US-2015-137533,2015-12-18,Same Day,2516
CA-2016-155138,2016-09-12,Standard Class,2517
CA-2016-108350,2016-06-09,Second Class,2518
CA-2015-144302,2015-06-23,Standard Class,2519
CA-2015-109001,2015-03-09,Standard Class,2520
CA-2017-132738,2017-08-07,First Class,2521
CA-2017-156720,2018-01-03,Standard Class,2522
CA-2015-119102,2015-05-27,Standard Class,2523
US-2014-140452,2014-12-10,Standard Class,2524
CA-2015-141936,2015-08-12,Standard Class,2525
CA-2014-158442,2014-03-17,Same Day,2526
CA-2015-167374,2015-03-30,Second Class,2527
CA-2014-116568,2014-12-20,Standard Class,2528
CA-2015-147102,2015-09-26,Standard Class,2529
CA-2017-132213,2017-04-26,First Class,2530
CA-2014-138450,2014-10-22,Standard Class,2531
CA-2015-153073,2015-11-13,Same Day,2532
CA-2016-147970,2016-02-02,Second Class,2533
CA-2016-150658,2016-11-22,Standard Class,2534
CA-2017-125640,2017-07-29,Standard Class,2535
CA-2017-154137,2017-11-17,Standard Class,2536
CA-2015-127173,2015-10-03,Standard Class,2537
CA-2014-149538,2014-04-08,Standard Class,2538
CA-2014-160766,2014-09-14,Same Day,2539
CA-2017-146626,2018-01-05,Standard Class,2540
CA-2015-123330,2015-06-27,Standard Class,2541
CA-2017-155607,2017-11-30,Standard Class,2542
CA-2016-151323,2016-10-28,Standard Class,2543
CA-2015-146696,2015-12-19,Standard Class,2544
CA-2016-128972,2016-11-17,Standard Class,2545
CA-2017-128335,2017-10-05,Standard Class,2546
CA-2015-154886,2015-11-12,Standard Class,2547
CA-2016-111213,2016-04-05,Standard Class,2548
CA-2017-161333,2017-02-07,Standard Class,2549
CA-2017-128734,2017-12-31,Standard Class,2550
CA-2014-141796,2014-06-21,Same Day,2551
CA-2017-125101,2017-03-10,Second Class,2552
CA-2017-169929,2017-09-28,First Class,2553
US-2014-121566,2014-07-06,Standard Class,2554
US-2015-124219,2015-08-08,First Class,2555
CA-2017-163006,2017-07-04,Second Class,2556
CA-2015-156146,2015-10-30,Second Class,2557
CA-2014-111192,2014-08-05,Standard Class,2558
CA-2016-115378,2016-11-23,Second Class,2559
CA-2015-161627,2015-07-11,Standard Class,2560
CA-2014-121006,2014-11-16,Standard Class,2561
CA-2016-122903,2016-05-29,Second Class,2562
CA-2015-107741,2015-03-10,First Class,2563
CA-2017-106432,2017-10-24,Standard Class,2564
CA-2016-148908,2016-11-08,First Class,2565
CA-2016-123015,2016-12-30,Standard Class,2566
US-2015-120502,2015-04-19,Standard Class,2567
CA-2017-108749,2017-09-15,First Class,2568
CA-2017-163335,2017-09-27,First Class,2569
CA-2015-134719,2015-10-15,Standard Class,2570
US-2015-154389,2015-12-03,Standard Class,2571
CA-2015-115567,2015-09-18,Standard Class,2572
US-2017-136679,2017-11-18,Standard Class,2573
US-2017-141943,2017-05-09,Standard Class,2574
CA-2014-101560,2014-12-01,Second Class,2575
CA-2014-159709,2014-05-15,Standard Class,2576
CA-2016-103982,2016-03-08,Standard Class,2577
CA-2015-142454,2015-08-19,Standard Class,2578
CA-2015-102015,2015-09-18,Standard Class,2579
CA-2015-156755,2015-01-18,Standard Class,2580
CA-2015-130876,2015-05-16,Second Class,2581
CA-2016-145898,2016-09-26,Same Day,2582
US-2017-159562,2017-09-15,Standard Class,2583
CA-2017-134635,2017-04-17,Second Class,2584
CA-2017-167080,2017-06-14,Standard Class,2585
CA-2017-145653,2017-09-01,Same Day,2586
CA-2014-140487,2014-06-20,Standard Class,2587
CA-2017-117401,2017-05-22,Second Class,2588
US-2017-109582,2017-09-17,Second Class,2589
CA-2016-119865,2016-06-26,Standard Class,2590
US-2014-147648,2014-12-01,Standard Class,2591
CA-2017-124436,2017-03-22,Second Class,2592
CA-2014-115084,2014-10-22,Standard Class,2593
CA-2017-131037,2017-08-23,First Class,2594
CA-2016-111143,2016-11-22,First Class,2595
CA-2014-166744,2014-09-24,Standard Class,2596
CA-2016-116561,2016-09-17,Standard Class,2597
CA-2016-110730,2016-09-26,Second Class,2598
CA-2017-146367,2017-08-08,Standard Class,2599
CA-2016-149454,2016-07-26,First Class,2600
CA-2016-156265,2016-08-04,Second Class,2601
US-2015-168914,2015-05-27,Standard Class,2602
US-2017-110989,2017-11-05,Second Class,2603
CA-2015-106215,2015-04-21,Standard Class,2604
US-2016-169369,2016-12-18,Standard Class,2605
CA-2015-132318,2015-11-02,First Class,2606
US-2014-131982,2014-03-11,Second Class,2607
CA-2015-125185,2015-03-07,Second Class,2608
CA-2016-130078,2016-08-14,Standard Class,2609
US-2017-114034,2017-01-08,Standard Class,2610
US-2017-115595,2017-10-11,First Class,2611
CA-2017-158722,2017-10-26,Standard Class,2612
CA-2014-105165,2014-09-10,First Class,2613
CA-2017-147452,2017-10-03,First Class,2614
US-2017-114657,2017-11-21,Standard Class,2615
CA-2017-144484,2017-09-11,Same Day,2616
CA-2017-125913,2017-01-16,Same Day,2617
US-2016-158309,2016-11-29,First Class,2618
CA-2015-162887,2015-11-09,Second Class,2619
CA-2017-147333,2017-12-20,Standard Class,2620
CA-2014-113859,2014-09-17,Standard Class,2621
CA-2014-159681,2014-12-13,Standard Class,2622
US-2017-104094,2017-09-11,Standard Class,2623
CA-2017-152709,2017-10-12,Standard Class,2624
CA-2015-105158,2015-09-10,Standard Class,2625
CA-2014-133424,2014-04-04,Standard Class,2626
CA-2017-105991,2017-05-06,First Class,2627
US-2017-136784,2017-05-05,Standard Class,2628
CA-2014-146283,2014-09-15,Standard Class,2629
CA-2017-151218,2017-06-23,First Class,2630
CA-2015-111073,2015-12-30,Standard Class,2631
CA-2017-144883,2017-08-19,Standard Class,2632
CA-2017-142174,2017-03-09,Standard Class,2633
CA-2017-108791,2017-07-31,Standard Class,2634
CA-2016-106656,2016-09-26,First Class,2635
CA-2016-113831,2016-06-03,Standard Class,2636
US-2014-139500,2014-11-20,Standard Class,2637
US-2014-166310,2014-09-23,First Class,2638
US-2016-168410,2016-02-26,Standard Class,2639
CA-2017-131254,2017-11-21,First Class,2640
CA-2016-123414,2016-08-27,Standard Class,2641
CA-2017-137876,2017-05-05,Standard Class,2642
CA-2016-154060,2016-05-08,Standard Class,2643
US-2017-162558,2017-10-05,First Class,2644
CA-2017-134439,2017-09-23,Second Class,2645
CA-2015-119508,2015-12-09,Standard Class,2646
CA-2015-152681,2015-01-22,Standard Class,2647
CA-2014-130813,2014-01-08,Second Class,2648
CA-2015-120320,2015-03-09,Standard Class,2649
CA-2016-111941,2016-12-28,Second Class,2650
CA-2016-123120,2016-09-08,Standard Class,2651
CA-2014-103331,2014-09-01,Standard Class,2652
CA-2015-169278,2015-05-25,Standard Class,2653
CA-2017-111577,2017-10-21,Standard Class,2654
CA-2015-146486,2015-11-14,Second Class,2655
US-2014-168501,2014-11-27,Standard Class,2656
CA-2015-112053,2015-10-13,Second Class,2657
CA-2017-108539,2017-03-23,Second Class,2658
CA-2015-149811,2015-01-10,Standard Class,2659
US-2017-103814,2017-12-16,Standard Class,2660
CA-2016-123932,2016-09-12,Standard Class,2661
US-2016-101616,2016-09-06,First Class,2662
CA-2014-113768,2014-05-19,Standard Class,2663
CA-2016-138037,2016-10-03,Standard Class,2664
CA-2014-150490,2014-08-11,Standard Class,2665
US-2017-126060,2017-04-18,Standard Class,2666
CA-2017-100951,2017-06-10,First Class,2667
CA-2016-122017,2017-01-02,Standard Class,2668
CA-2014-123477,2014-01-21,Second Class,2669
CA-2016-107790,2016-11-24,Standard Class,2670
CA-2017-158071,2017-06-15,Standard Class,2671
CA-2017-147403,2017-09-13,First Class,2672
US-2017-136721,2017-04-12,Standard Class,2673
CA-2015-118738,2015-10-30,Standard Class,2674
CA-2017-134152,2017-05-31,Standard Class,2675
CA-2014-125542,2014-12-07,First Class,2676
CA-2016-136021,2016-08-18,Standard Class,2677
CA-2016-149195,2016-09-07,Second Class,2678
CA-2017-161410,2017-07-03,Standard Class,2679
CA-2017-152786,2017-03-17,Standard Class,2680
CA-2017-164707,2017-02-21,Second Class,2681
CA-2017-163874,2017-11-12,Second Class,2682
US-2014-123183,2014-11-25,Standard Class,2683
CA-2014-104829,2014-11-21,Second Class,2684
US-2016-147340,2016-09-24,Same Day,2685
CA-2016-145492,2016-11-27,Standard Class,2686
CA-2016-163202,2016-10-02,Standard Class,2687
CA-2016-117681,2016-04-14,Standard Class,2688
CA-2017-132262,2017-09-23,First Class,2689
CA-2017-123043,2017-08-29,Standard Class,2690
US-2016-143280,2016-02-26,Standard Class,2691
CA-2017-108854,2017-12-14,Standard Class,2692
CA-2017-166856,2017-09-22,Standard Class,2693
CA-2016-153157,2016-09-14,First Class,2694
US-2017-125647,2017-09-28,Standard Class,2695
CA-2014-132542,2014-10-08,Second Class,2696
CA-2015-110877,2015-10-26,First Class,2697
US-2016-151827,2016-04-02,Second Class,2698
US-2016-163258,2017-01-02,Standard Class,2699
CA-2017-103009,2017-11-05,Second Class,2700
US-2017-120649,2017-01-26,Standard Class,2701
CA-2016-153598,2016-12-06,First Class,2702
US-2016-108497,2016-06-14,Same Day,2703
CA-2016-113096,2016-09-04,First Class,2704
CA-2014-136861,2014-09-07,First Class,2705
CA-2017-117422,2017-10-25,Standard Class,2706
CA-2017-129707,2017-04-29,Standard Class,2707
CA-2015-160171,2015-10-24,Standard Class,2708
CA-2014-103317,2014-07-08,First Class,2709
CA-2016-167115,2016-04-09,Standard Class,2710
US-2017-153633,2017-11-18,Second Class,2711
CA-2017-155929,2017-09-13,Standard Class,2712
CA-2015-148712,2015-04-23,Standard Class,2713
CA-2016-128307,2016-07-29,Standard Class,2714
US-2016-127425,2016-08-31,Standard Class,2715
US-2014-119081,2014-09-19,Standard Class,2716
CA-2016-140613,2016-07-29,Standard Class,2717
US-2017-108700,2017-05-23,Standard Class,2718
CA-2017-160962,2017-05-02,Standard Class,2719
CA-2017-130631,2018-01-02,Standard Class,2720
CA-2017-116680,2017-09-06,Second Class,2721
US-2014-107405,2014-03-25,Standard Class,2722
CA-2017-101574,2017-10-04,Standard Class,2723
CA-2014-146591,2014-01-20,First Class,2724
CA-2014-107706,2014-02-19,Second Class,2725
CA-2016-122448,2016-06-14,Standard Class,2726
CA-2014-132451,2014-09-27,First Class,2727
CA-2016-158547,2016-06-04,Standard Class,2728
CA-2017-116946,2017-12-23,Standard Class,2729
CA-2017-121741,2017-12-26,Same Day,2730
CA-2017-169691,2017-06-18,First Class,2731
CA-2016-121356,2016-11-24,Standard Class,2732
CA-2014-101770,2014-04-04,Standard Class,2733
CA-2017-105487,2017-10-14,Standard Class,2734
CA-2017-148999,2017-02-04,Standard Class,2735
CA-2014-107573,2014-12-17,Standard Class,2736
CA-2015-156608,2015-10-29,Standard Class,2737
CA-2017-134495,2017-04-04,Second Class,2738
CA-2017-164098,2017-01-27,First Class,2739
CA-2014-105249,2014-11-28,Same Day,2740
CA-2015-113523,2015-09-08,Standard Class,2741
CA-2017-117821,2017-06-16,Standard Class,2742
CA-2017-164378,2017-07-18,Second Class,2743
CA-2017-127782,2017-11-06,Standard Class,2744
US-2016-162026,2016-10-08,Same Day,2745
CA-2016-150000,2016-04-14,Standard Class,2746
CA-2015-168529,2015-10-12,Standard Class,2747
US-2017-152569,2017-05-20,Standard Class,2748
US-2014-137680,2014-03-02,Standard Class,2749
CA-2015-103177,2015-06-01,First Class,2750
US-2016-138408,2016-11-21,Second Class,2751
CA-2017-117667,2017-12-09,Standard Class,2752
CA-2016-110982,2016-06-07,First Class,2753
CA-2016-147123,2016-12-12,First Class,2754
CA-2017-154501,2017-05-05,Standard Class,2755
CA-2017-166933,2017-04-28,Standard Class,2756
CA-2015-142055,2015-05-10,First Class,2757
CA-2015-137106,2015-04-04,Standard Class,2758
CA-2017-136609,2017-08-11,Standard Class,2759
CA-2017-160885,2017-12-06,Standard Class,2760
US-2016-167472,2016-06-07,First Class,2761
CA-2015-120551,2015-04-20,Standard Class,2762
US-2017-150595,2017-05-26,Standard Class,2763
CA-2016-134936,2016-12-25,Standard Class,2764
CA-2017-102967,2017-09-26,Standard Class,2765
CA-2017-151008,2017-09-08,First Class,2766
CA-2014-159800,2014-12-01,First Class,2767
US-2014-159618,2014-11-16,Standard Class,2768
CA-2017-116113,2017-10-06,Second Class,2769
CA-2015-125066,2015-12-18,Standard Class,2770
US-2015-114741,2015-12-10,Standard Class,2771
CA-2017-133263,2017-04-02,Second Class,2772
CA-2017-157966,2017-03-13,Same Day,2773
CA-2014-151162,2014-12-09,Standard Class,2774
CA-2016-136686,2016-12-16,Standard Class,2775
CA-2017-137498,2017-09-14,Second Class,2776
CA-2017-163818,2017-10-08,Standard Class,2777
CA-2016-161158,2016-05-13,Standard Class,2778
CA-2014-116673,2014-12-19,Second Class,2779
CA-2017-105333,2017-12-04,Standard Class,2780
CA-2015-149993,2015-03-20,First Class,2781
CA-2014-168158,2014-07-24,Standard Class,2782
CA-2016-115224,2016-12-11,Second Class,2783
CA-2014-164742,2014-10-18,Second Class,2784
US-2017-108014,2017-11-25,Standard Class,2785
CA-2017-160325,2017-09-24,Same Day,2786
CA-2015-159779,2015-09-29,Standard Class,2787
CA-2017-151176,2017-02-20,Standard Class,2788
CA-2014-108903,2014-10-03,Same Day,2789
CA-2016-117919,2016-08-29,Second Class,2790
CA-2015-142475,2015-12-07,Standard Class,2791
CA-2016-134516,2016-09-25,Standard Class,2792
CA-2017-105193,2017-03-31,Standard Class,2793
CA-2015-168634,2015-12-11,Standard Class,2794
CA-2017-117198,2017-09-05,Standard Class,2795
CA-2015-145828,2015-10-07,First Class,2796
CA-2017-121027,2017-08-22,Standard Class,2797
CA-2016-147431,2016-02-07,Standard Class,2798
CA-2016-158001,2016-08-27,Standard Class,2799
CA-2017-125745,2017-07-04,Standard Class,2800
CA-2015-101154,2015-09-21,First Class,2801
US-2016-124163,2016-09-30,Standard Class,2802
CA-2016-121748,2016-10-28,Second Class,2803
CA-2014-126683,2014-10-01,Second Class,2804
CA-2017-148810,2017-07-01,Standard Class,2805
US-2016-146066,2016-08-23,Second Class,2806
CA-2014-127614,2014-02-15,Standard Class,2807
CA-2016-101742,2016-09-28,Second Class,2808
CA-2015-134943,2015-12-06,First Class,2809
CA-2017-123022,2017-09-08,Standard Class,2810
CA-2017-113208,2017-04-02,Standard Class,2811
CA-2014-154893,2014-12-27,Standard Class,2812
CA-2014-147900,2014-09-28,Standard Class,2813
CA-2017-106355,2017-04-05,First Class,2814
CA-2016-127985,2016-04-05,Second Class,2815
CA-2015-166604,2015-05-20,Second Class,2816
CA-2017-120719,2017-03-26,First Class,2817
CA-2017-127117,2017-04-19,Standard Class,2818
CA-2015-104241,2015-01-09,Standard Class,2819
CA-2017-168179,2017-11-07,Standard Class,2820
CA-2017-142342,2017-07-19,Second Class,2821
CA-2017-109099,2017-10-11,Standard Class,2822
US-2014-134187,2014-11-11,Standard Class,2823
CA-2016-145261,2016-12-21,First Class,2824
CA-2016-108875,2016-10-01,Standard Class,2825
CA-2016-141957,2016-07-21,Same Day,2826
CA-2016-142405,2016-06-15,Standard Class,2827
CA-2015-141012,2015-06-11,Second Class,2828
CA-2017-127922,2017-11-03,Standard Class,2829
CA-2016-146318,2016-01-27,Standard Class,2830
CA-2014-135993,2014-06-02,Standard Class,2831
CA-2014-126802,2015-01-05,Standard Class,2832
CA-2016-143924,2016-08-03,Standard Class,2833
CA-2016-141551,2016-09-30,Standard Class,2834
CA-2014-164315,2014-04-08,Standard Class,2835
CA-2015-131072,2015-11-05,Same Day,2836
CA-2014-131541,2014-07-28,Same Day,2837
CA-2015-119550,2015-12-31,Standard Class,2838
US-2015-138093,2015-12-16,Standard Class,2839
CA-2016-126165,2016-05-07,Second Class,2840
CA-2017-126123,2017-10-18,Standard Class,2841
CA-2016-143441,2016-11-05,Same Day,2842
CA-2017-148320,2017-11-08,Standard Class,2843
CA-2016-125661,2016-11-26,First Class,2844
US-2014-123519,2014-12-21,Standard Class,2845
CA-2014-155593,2014-11-08,Standard Class,2846
CA-2017-136000,2017-09-25,Second Class,2847
US-2015-160857,2015-05-15,Standard Class,2848
CA-2017-115805,2017-07-31,Same Day,2849
US-2014-143707,2014-03-05,Standard Class,2850
CA-2017-116939,2017-09-29,Standard Class,2851
CA-2015-124107,2015-10-12,Second Class,2852
CA-2017-126550,2017-04-02,Second Class,2853
CA-2015-138674,2015-11-17,First Class,2854
CA-2016-165820,2016-09-30,Standard Class,2855
CA-2014-103191,2014-09-27,Standard Class,2856
CA-2015-103933,2015-09-27,First Class,2857
CA-2015-110548,2015-05-08,Standard Class,2858
CA-2017-117324,2017-12-13,Standard Class,2859
CA-2017-143574,2017-07-02,First Class,2860
CA-2014-111773,2014-07-03,Standard Class,2861
CA-2014-148614,2014-01-25,Standard Class,2862
CA-2017-156139,2017-01-06,Standard Class,2863
US-2017-147886,2017-03-31,First Class,2864
CA-2016-113733,2016-12-12,Standard Class,2865
CA-2017-104913,2017-11-22,Standard Class,2866
CA-2014-145800,2014-06-05,Standard Class,2867
CA-2016-125850,2016-01-28,Standard Class,2868
CA-2016-118514,2016-02-10,Standard Class,2869
CA-2015-150749,2015-04-03,Second Class,2870
CA-2014-163748,2014-10-18,Standard Class,2871
CA-2015-119634,2015-08-16,Standard Class,2872
CA-2015-149300,2015-11-23,First Class,2873
US-2016-111528,2016-12-30,Same Day,2874
CA-2017-158169,2017-08-15,First Class,2875
CA-2015-162047,2015-11-05,First Class,2876
CA-2015-117772,2015-09-12,Second Class,2877
US-2014-126340,2014-11-14,Standard Class,2878
CA-2016-149685,2016-10-15,Standard Class,2879
CA-2017-126396,2017-09-12,Second Class,2880
CA-2015-154900,2015-03-01,Standard Class,2881
CA-2015-103835,2015-09-28,Standard Class,2882
CA-2015-158939,2015-12-01,Standard Class,2883
CA-2016-117408,2016-09-06,Standard Class,2884
CA-2016-142398,2016-04-16,Standard Class,2885
CA-2016-105277,2016-12-08,Standard Class,2886
CA-2016-112060,2016-12-09,Standard Class,2887
CA-2014-105270,2014-11-18,Standard Class,2888
US-2015-159513,2015-04-09,Standard Class,2889
CA-2015-155586,2015-12-16,Second Class,2890
CA-2017-141117,2017-10-08,Standard Class,2891
CA-2017-115070,2017-04-14,Second Class,2892
CA-2017-140186,2017-10-02,First Class,2893
CA-2014-124856,2014-10-03,Second Class,2894
CA-2014-166716,2014-08-25,Second Class,2895
CA-2014-123225,2014-07-14,First Class,2896
CA-2015-163440,2015-03-24,First Class,2897
US-2017-106796,2017-05-19,Standard Class,2898
CA-2017-113873,2017-11-19,Standard Class,2899
CA-2016-149783,2016-09-07,Second Class,2900
CA-2016-125017,2016-02-11,Standard Class,2901
US-2015-163279,2015-03-26,Standard Class,2902
CA-2015-150196,2015-07-03,First Class,2903
US-2015-106495,2015-06-17,First Class,2904
CA-2014-124730,2014-11-26,Same Day,2905
CA-2017-117632,2017-05-18,Standard Class,2906
CA-2014-115056,2014-05-02,Same Day,2907
CA-2017-161067,2017-09-06,Second Class,2908
CA-2016-122063,2016-12-07,Standard Class,2909
CA-2015-111206,2015-07-22,Standard Class,2910
CA-2016-142895,2016-07-26,Standard Class,2911
CA-2015-101868,2015-06-16,Standard Class,2912
CA-2017-133207,2017-12-03,Standard Class,2913
CA-2015-132948,2015-04-03,Standard Class,2914
CA-2015-134992,2015-09-26,Second Class,2915
CA-2015-126725,2015-11-21,Standard Class,2916
CA-2015-121783,2015-11-14,Standard Class,2917
US-2014-138835,2014-09-14,Standard Class,2918
CA-2015-112214,2015-08-11,Standard Class,2919
US-2017-153255,2017-09-07,Second Class,2920
CA-2015-108119,2015-11-08,Standard Class,2921
CA-2015-157434,2015-05-04,Second Class,2922
CA-2016-101525,2016-05-04,Second Class,2923
US-2014-117968,2014-08-07,Second Class,2924
CA-2016-158211,2016-01-08,Standard Class,2925
CA-2016-152247,2016-11-12,Standard Class,2926
CA-2016-128223,2016-06-14,Same Day,2927
CA-2016-154235,2016-09-28,Standard Class,2928
CA-2017-129910,2017-04-03,Standard Class,2929
CA-2017-133095,2017-06-04,Same Day,2930
CA-2015-130554,2015-04-09,First Class,2931
CA-2014-152443,2014-05-26,Standard Class,2932
CA-2016-133319,2016-09-11,Standard Class,2933
CA-2016-133935,2016-09-22,Standard Class,2934
CA-2016-136301,2016-03-15,Second Class,2935
US-2014-109456,2014-10-17,Same Day,2936
CA-2017-151596,2017-10-11,First Class,2937
CA-2015-147879,2015-05-12,Standard Class,2938
CA-2016-166625,2016-04-17,First Class,2939
CA-2016-146157,2016-11-26,Standard Class,2940
CA-2017-159954,2017-09-14,Standard Class,2941
CA-2017-100825,2017-09-14,Standard Class,2942
CA-2014-168305,2014-11-08,Standard Class,2943
CA-2016-167682,2016-04-09,Standard Class,2944
CA-2017-108000,2017-01-16,Standard Class,2945
CA-2015-146465,2015-11-24,Standard Class,2946
CA-2016-159639,2016-12-02,Standard Class,2947
US-2017-153948,2017-11-06,Same Day,2948
US-2016-113985,2016-12-07,Standard Class,2949
CA-2016-155383,2016-12-22,Standard Class,2950
CA-2014-120432,2014-08-26,Second Class,2951
US-2015-126977,2015-09-23,Standard Class,2952
CA-2016-130288,2016-11-30,Second Class,2953
CA-2017-146458,2017-11-22,Second Class,2954
CA-2017-150420,2017-06-08,Standard Class,2955
US-2014-118997,2014-04-12,Standard Class,2956
CA-2014-114314,2014-10-15,Standard Class,2957
US-2017-169551,2017-07-09,First Class,2958
CA-2016-103107,2016-07-04,Same Day,2959
CA-2017-122077,2017-05-25,Standard Class,2960
CA-2017-112431,2017-10-14,Second Class,2961
CA-2016-151092,2016-08-13,Standard Class,2962
CA-2014-104178,2014-08-29,Standard Class,2963
CA-2015-115924,2015-09-18,Second Class,2964
CA-2017-161046,2017-03-05,Same Day,2965
US-2017-141698,2017-04-21,Standard Class,2966
US-2014-105151,2014-03-31,First Class,2967
CA-2014-155796,2014-11-15,Second Class,2968
CA-2016-127138,2016-03-15,Second Class,2969
CA-2017-150602,2017-02-14,Second Class,2970
CA-2014-140732,2014-11-13,Second Class,2971
CA-2017-119011,2017-08-25,Standard Class,2972
CA-2016-166912,2016-01-17,First Class,2973
CA-2014-141726,2014-07-22,First Class,2974
CA-2017-115105,2017-02-11,Standard Class,2975
CA-2015-143980,2015-12-29,Standard Class,2976
CA-2016-135636,2016-10-13,Standard Class,2977
CA-2017-102155,2017-07-17,Standard Class,2978
CA-2017-116953,2017-04-25,First Class,2979
CA-2014-117765,2014-09-13,Standard Class,2980
CA-2016-114895,2016-11-28,Standard Class,2981
CA-2017-112984,2017-09-18,Second Class,2982
CA-2016-163776,2016-07-25,Standard Class,2983
US-2017-163300,2017-09-21,Standard Class,2984
CA-2016-162187,2016-12-11,Same Day,2985
US-2014-112991,2014-12-14,Standard Class,2986
CA-2014-124079,2014-12-17,Standard Class,2987
US-2017-146878,2017-09-27,Standard Class,2988
CA-2017-107244,2017-09-11,Standard Class,2989
CA-2015-100657,2015-11-07,Standard Class,2990
CA-2017-129581,2017-12-18,Standard Class,2991
CA-2017-129028,2017-04-03,First Class,2992
CA-2015-135580,2016-01-03,Standard Class,2993
CA-2016-159016,2016-03-11,First Class,2994
CA-2014-102652,2014-04-12,Standard Class,2995
CA-2014-152422,2014-10-10,Second Class,2996
US-2016-156692,2016-08-13,Same Day,2997
CA-2014-130869,2014-11-21,Standard Class,2998
US-2017-128832,2017-04-27,First Class,2999
CA-2017-139717,2017-08-26,Second Class,3000
CA-2017-136007,2017-03-02,Standard Class,3001
CA-2016-157364,2016-11-21,First Class,3002
US-2016-112970,2016-11-15,First Class,3003
US-2017-152492,2017-07-06,Same Day,3004
CA-2016-101168,2017-01-01,Standard Class,3005
CA-2017-104010,2017-04-25,First Class,3006
CA-2015-130253,2015-12-18,Standard Class,3007
US-2015-155369,2015-04-25,Standard Class,3008
CA-2016-131205,2016-09-08,Standard Class,3009
CA-2017-122364,2017-09-29,Standard Class,3010
CA-2016-117912,2016-02-08,Standard Class,3011
CA-2017-145702,2017-05-24,Second Class,3012
CA-2015-113215,2015-09-08,Standard Class,3013
CA-2016-154662,2016-06-16,Standard Class,3014
CA-2015-105571,2015-11-11,Standard Class,3015
